WORK_RECOMMENDATION_DTL_ID,MP_NAME,IDA_NAME,WORK_CATEGORY,WORK_DESCRIPTION,VENDOR_NAME,RECIPIENT_TYPE,RECOMMENDATION_DATE,SANCTION_DATE,ACTUAL_END_DATE,SANCTION_AMOUNT,FUND_DISBURSED_AMT,IS_SC_AREA,IS_ST_AREA,IS_TRIBAL_TRUST,FY,days_to_sanction,days_to_complete,days_since_recommendation,is_completed_flag
100439,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-11-04,2024-11-29,2025-03-09,700700.0,700700.0,False,False,False,2024-25,25,100,209,True
100440,MP_5,District_5,Road Construction,Standard public infrastructure work,Vendor_18,Government Agency,2024-10-25,2024-11-19,2025-02-27,700000.0,700000.0,False,False,False,2024-25,25,100,219,True
100441,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_12,Government Agency,2024-05-08,2024-06-02,2024-09-10,700700.0,700700.0,False,False,False,2024-25,25,100,389,True
100442,MP_3,District_5,Road Construction,Standard public infrastructure work,Vendor_7,Government Agency,2024-11-13,2024-12-08,2025-03-18,700000.0,700000.0,False,False,False,2024-25,25,100,200,True
100443,MP_2,District_5,Road Construction,Standard public infrastructure work,Vendor_16,Government Agency,2025-01-20,2025-02-14,2025-05-25,777000.0,777000.0,False,False,False,2024-25,25,100,132,True
100444,MP_4,District_5,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-11-15,2024-12-10,2025-03-20,700000.0,700000.0,False,False,False,2024-25,25,100,198,True
100445,MP_6,District_5,Road Construction,Standard public infrastructure work,Vendor_19,Government Agency,2024-10-05,2024-10-30,2025-02-07,700000.0,700000.0,False,False,False,2024-25,25,100,239,True
100446,MP_10,District_5,Road Construction,Standard public infrastructure work,Vendor_14,Government Agency,2024-08-10,2024-09-04,2024-12-13,777000.0,777000.0,False,False,False,2024-25,25,100,295,True
100447,MP_7,District_5,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-09-07,2024-10-02,2025-01-10,700000.0,700000.0,False,False,False,2024-25,25,100,267,True
100448,MP_6,District_5,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-11-06,2024-12-01,2025-03-11,700700.0,700700.0,False,False,False,2024-25,25,100,207,True
100449,MP_5,District_5,Road Construction,Standard public infrastructure work,Vendor_3,Government Agency,2024-08-09,2024-09-03,2024-12-12,700700.0,700700.0,False,False,False,2024-25,25,100,296,True
100450,MP_6,District_5,Road Construction,Standard public infrastructure work,Vendor_2,Government Agency,2024-07-05,2024-07-30,2024-11-07,700700.0,700700.0,False,False,False,2024-25,25,100,331,True
100451,MP_6,District_5,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-06-11,2024-07-06,2024-10-14,777000.0,777000.0,False,False,False,2024-25,25,100,355,True
100452,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-05-02,2024-05-27,2024-09-04,770000.0,770000.0,False,False,False,2024-25,25,100,395,True
100453,MP_3,District_5,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-12-12,2025-01-06,2025-04-16,777000.0,777000.0,False,False,False,2024-25,25,100,171,True
100454,MP_1,District_5,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-08-05,2024-08-30,2024-12-08,770000.0,770000.0,False,False,False,2024-25,25,100,300,True
100455,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_20,Government Agency,2024-04-13,2024-05-08,2024-08-16,777000.0,777000.0,False,False,False,2024-25,25,100,414,True
100456,MP_10,District_5,Road Construction,Standard public infrastructure work,Vendor_18,Government Agency,2025-01-01,2025-01-26,2025-05-06,700000.0,700000.0,False,False,False,2024-25,25,100,151,True
100457,MP_4,District_5,Road Construction,Standard public infrastructure work,Vendor_13,Government Agency,2024-12-29,2025-01-23,2025-05-03,700000.0,700000.0,False,False,False,2024-25,25,100,154,True
100458,MP_8,District_5,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-11-05,2024-11-30,2025-03-10,770000.0,770000.0,False,False,False,2024-25,25,100,208,True
100459,MP_7,District_5,Road Construction,Standard public infrastructure work,Vendor_14,Government Agency,2024-12-20,2025-01-14,2025-04-24,700700.0,700700.0,False,False,False,2024-25,25,100,163,True
100460,MP_10,District_5,Road Construction,Standard public infrastructure work,Vendor_15,Government Agency,2024-12-25,2025-01-19,2025-04-29,777000.0,777000.0,False,False,False,2024-25,25,100,158,True
100461,MP_7,District_5,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-09-03,2024-09-28,2025-01-06,700000.0,700000.0,False,False,False,2024-25,25,100,271,True
100462,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_16,Government Agency,2024-04-02,2024-04-27,2024-08-05,777000.0,777000.0,False,False,False,2024-25,25,100,425,True
100463,MP_6,District_5,Road Construction,Standard public infrastructure work,Vendor_18,Government Agency,2025-01-11,2025-02-05,2025-05-16,777000.0,777000.0,False,False,False,2024-25,25,100,141,True
100464,MP_7,District_5,Road Construction,Standard public infrastructure work,Vendor_13,Government Agency,2024-11-07,2024-12-02,2025-03-12,700700.0,700700.0,False,False,False,2024-25,25,100,206,True
100465,MP_2,District_5,Road Construction,Standard public infrastructure work,Vendor_13,Government Agency,2024-07-03,2024-07-28,2024-11-05,777000.0,777000.0,False,False,False,2024-25,25,100,333,True
100466,MP_5,District_5,Road Construction,Standard public infrastructure work,Vendor_16,Government Agency,2024-07-25,2024-08-19,2024-11-27,777000.0,777000.0,False,False,False,2024-25,25,100,311,True
100467,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_20,Government Agency,2024-05-23,2024-06-17,2024-09-25,770000.0,770000.0,False,False,False,2024-25,25,100,374,True
100468,MP_7,District_5,Road Construction,Standard public infrastructure work,Vendor_20,Government Agency,2024-08-15,2024-09-09,2024-12-18,770000.0,770000.0,False,False,False,2024-25,25,100,290,True
100469,MP_6,District_5,Road Construction,Standard public infrastructure work,Vendor_15,Government Agency,2024-05-14,2024-06-08,2024-09-16,700000.0,700000.0,False,False,False,2024-25,25,100,383,True
100470,MP_3,District_5,Road Construction,Standard public infrastructure work,Vendor_11,Government Agency,2024-10-25,2024-11-19,2025-02-27,770000.0,770000.0,False,False,False,2024-25,25,100,219,True
100471,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_15,Government Agency,2024-11-23,2024-12-18,2025-03-28,700700.0,700700.0,False,False,False,2024-25,25,100,190,True
